Key,French
InventoryItemDescriptions/InvDesc_34,Brûle en présence d'une lumière modérée… Grillera avant la fin de la journée.
InventoryItemDescriptions/InvDesc_340,Vroom Vroom 
InventoryItemDescriptions/InvDesc_341,Les oiseaux peuvent y vivre 
InventoryItemDescriptions/InvDesc_342,Un permis de construction pour une Grange où des animaux seront vendus 
InventoryItemDescriptions/InvDesc_343,Mettez de la nourriture là-dedans pour nourrir vos bêtes 
InventoryItemDescriptions/InvDesc_344,Les animaux peuvent grignoter ça 
InventoryItemDescriptions/InvDesc_345,Y a quoi à l'intérieur?
InventoryItemDescriptions/InvDesc_346,Un chemin fait de roche.
InventoryItemDescriptions/InvDesc_347,Les grands animaux peuvent vivre là
InventoryItemDescriptions/InvDesc_348,Attire les Vombats vers vous 
InventoryItemDescriptions/InvDesc_349,Trayez avec ça 
InventoryItemDescriptions/InvDesc_35,Un permis de construction pour un centre de recherches, idéal pour trouver de nouvelles plans 
InventoryItemDescriptions/InvDesc_350,Crémeux et savoureux!
InventoryItemDescriptions/InvDesc_351,Parterre de fleurs décoratif
InventoryItemDescriptions/InvDesc_352,Marcher en dessous!
InventoryItemDescriptions/InvDesc_353,Récolte ce qui pousse sous l'eau 
InventoryItemDescriptions/InvDesc_354,Un petit arc 
InventoryItemDescriptions/InvDesc_355,Ça vous protégera du soleil 
InventoryItemDescriptions/InvDesc_356,Ça vous protégera du soleil 
InventoryItemDescriptions/InvDesc_357,Vous pouvez monter sur ce mur
InventoryItemDescriptions/InvDesc_358,Un joli petit plan d'eau.
InventoryItemDescriptions/InvDesc_359,Un endroit pour cuisiner 
InventoryItemDescriptions/InvDesc_36,Vous pouvez vivre ici.
InventoryItemDescriptions/InvDesc_360,C'est la fête ! 
InventoryItemDescriptions/InvDesc_361,De l'eau et de la terre 
InventoryItemDescriptions/InvDesc_362,Miam miam.
InventoryItemDescriptions/InvDesc_363,Croquant et fraîs !
InventoryItemDescriptions/InvDesc_364,Chaud dans la bedaine 
InventoryItemDescriptions/InvDesc_365,Une rose du désert en un pot.
InventoryItemDescriptions/InvDesc_366,Un bol de fruits décoratif 
InventoryItemDescriptions/InvDesc_367,Une horloge. Avec une alarme.
InventoryItemDescriptions/InvDesc_368,Un vieux pendulier 
InventoryItemDescriptions/InvDesc_369,C'est tout gluant.
InventoryItemDescriptions/InvDesc_37,Cela mettra votre ville sur la carte!
InventoryItemDescriptions/InvDesc_370,C' est petit et mignon
InventoryItemDescriptions/InvDesc_371,Un plancher en bois.
InventoryItemDescriptions/InvDesc_372,Un fpapier peint en bois.
InventoryItemDescriptions/InvDesc_373,Un sol pâle 
InventoryItemDescriptions/InvDesc_374,Un tapis royal.
InventoryItemDescriptions/InvDesc_375,Un papier peint pâle 
InventoryItemDescriptions/InvDesc_376,On dirait un échiquier ! 
InventoryItemDescriptions/InvDesc_377,Des ardoises blanches 
InventoryItemDescriptions/InvDesc_378,Des ardoises bleues 
InventoryItemDescriptions/InvDesc_379,Noir et blanc!
InventoryItemDescriptions/InvDesc_38,Haute tension!
InventoryItemDescriptions/InvDesc_380,Un permis de construction pour un musée qui recensera toute la vie sauvage de l'île 
InventoryItemDescriptions/InvDesc_381,Vous rend plus intelligent.
InventoryItemDescriptions/InvDesc_382,Ça ouvre probablement quelque chose ...
InventoryItemDescriptions/InvDesc_383,Extrait les minéraux des profondeurs
InventoryItemDescriptions/InvDesc_384,Qu'est-ce que ça fait?
InventoryItemDescriptions/InvDesc_385,Voguez toute la journée 
InventoryItemDescriptions/InvDesc_386,Il y a une pettie bougie à l'intérieur. Mimi ! 
InventoryItemDescriptions/InvDesc_387,Long et pointu
InventoryItemDescriptions/InvDesc_388,Appel de la chook.
InventoryItemDescriptions/InvDesc_389,Un gros marteau pour cogner lentement 
InventoryItemDescriptions/InvDesc_39,Un permis de construction pour un magasin avec un plus large choix d'objets 
InventoryItemDescriptions/InvDesc_390,Une sorte de poison 
InventoryItemDescriptions/InvDesc_391,Un tableau pour s'informer et pour connaître les besoins des habitants 
InventoryItemDescriptions/InvDesc_392,Laissez des trucs là-dedans un bon gros moment 
InventoryItemDescriptions/InvDesc_393,Rafraîchissant!
InventoryItemDescriptions/InvDesc_394,Ouistiti !
InventoryItemDescriptions/InvDesc_395,Déposer les animaux piégés à l'intérieur pour recevoir des récompenses.
InventoryItemDescriptions/InvDesc_396,Une fleur du désert.
InventoryItemDescriptions/InvDesc_397,Une bouffée jaune
InventoryItemDescriptions/InvDesc_398,Une fleur bleue royale
InventoryItemDescriptions/InvDesc_399,Une fleur rouge étrange
InventoryItemDescriptions/InvDesc_4,Un bâton pour pêcher entre autres 
InventoryItemDescriptions/InvDesc_40,Ça vous protégera du soleil 
InventoryItemDescriptions/InvDesc_400,Un ver
InventoryItemDescriptions/InvDesc_401,Le centre de toute ville.
InventoryItemDescriptions/InvDesc_402,Tisse la laine ! 
InventoryItemDescriptions/InvDesc_403,Doux et moelleux
InventoryItemDescriptions/InvDesc_404,Les petits animaux peuvent vivre là 
InventoryItemDescriptions/InvDesc_405,Etudier ça pour apprendre de nouvelles recettes 
InventoryItemDescriptions/InvDesc_406,Des pois ! 
InventoryItemDescriptions/InvDesc_407,Tacheté 
InventoryItemDescriptions/InvDesc_408,Étape sur place.
InventoryItemDescriptions/InvDesc_409,Bien vu 
InventoryItemDescriptions/InvDesc_41,De jolies bottes noires.
InventoryItemDescriptions/InvDesc_410,Il a un dino là-dessus.
InventoryItemDescriptions/InvDesc_411,Chanmé 
InventoryItemDescriptions/InvDesc_412,Léger 
InventoryItemDescriptions/InvDesc_413,Strike 1
InventoryItemDescriptions/InvDesc_414,Strike 1
InventoryItemDescriptions/InvDesc_415,Un Pantalon pour le sport 
InventoryItemDescriptions/InvDesc_416,Glissez ces chiots sur.
InventoryItemDescriptions/InvDesc_417,Se cache sous votre chapeau.
InventoryItemDescriptions/InvDesc_418,C'est où ?
InventoryItemDescriptions/InvDesc_419,C'est comme si on n'avait rien sur la peau 
InventoryItemDescriptions/InvDesc_42,Pas seulement pour Barry.
InventoryItemDescriptions/InvDesc_420,se cache à la vue de tous 
InventoryItemDescriptions/InvDesc_421,Gauche, droite, gauche
InventoryItemDescriptions/InvDesc_422,Des poches. Plein de poches.
InventoryItemDescriptions/InvDesc_423,Ou bleu avec des rayures blanches?
InventoryItemDescriptions/InvDesc_424,Glissez ces chiots sur.
InventoryItemDescriptions/InvDesc_425,Des poches. Plein de poches.
InventoryItemDescriptions/InvDesc_426,Glissez ces chiots sur.
InventoryItemDescriptions/InvDesc_427,Ou jaune avec des rayures orange?
InventoryItemDescriptions/InvDesc_428,Ça te protégera du soleil 
InventoryItemDescriptions/InvDesc_429,C'est chaud!
InventoryItemDescriptions/InvDesc_43,De bonnes bottes pour le taf 
InventoryItemDescriptions/InvDesc_430,C'est chaud!
InventoryItemDescriptions/InvDesc_431,C'est chaud!
InventoryItemDescriptions/InvDesc_432,C'est chaud!
InventoryItemDescriptions/InvDesc_433,C'est moche.
InventoryItemDescriptions/InvDesc_434,Emmitouflé et paré au départ 
InventoryItemDescriptions/InvDesc_435,Emmitouflé et paré au départ 
InventoryItemDescriptions/InvDesc_436,Emmitouflé et paré au départ 
InventoryItemDescriptions/InvDesc_437,Emmitouflé et paré au départ 
InventoryItemDescriptions/InvDesc_438,Chante.
InventoryItemDescriptions/InvDesc_439,Chante.
InventoryItemDescriptions/InvDesc_44,Des pantalons pour le commerce.
InventoryItemDescriptions/InvDesc_440,Facile à porter!
InventoryItemDescriptions/InvDesc_441,Chante.
InventoryItemDescriptions/InvDesc_442,Facile à porter!
InventoryItemDescriptions/InvDesc_443,Voyez tous les poissons!
InventoryItemDescriptions/InvDesc_444,Gardez la vapeur loin de vos yeux 
InventoryItemDescriptions/InvDesc_445,Pas fait avec de la gomme 
InventoryItemDescriptions/InvDesc_446,Garder au sec.
InventoryItemDescriptions/InvDesc_447,Ça vous protégera de la pluie 
InventoryItemDescriptions/InvDesc_448,Facile à porter.
InventoryItemDescriptions/InvDesc_449,Facile à porter.
InventoryItemDescriptions/InvDesc_45,Sombre et facile à porter.
InventoryItemDescriptions/InvDesc_450,Si vous y insérez de l'argent, qui sait ce qui va en sortir ? 
InventoryItemDescriptions/InvDesc_451,pourquoi ne pas s'asseoir dehors ? 
InventoryItemDescriptions/InvDesc_452,Empêche les oideaux de manger vos cultures 
InventoryItemDescriptions/InvDesc_453,Lit Fleuri décoratif
InventoryItemDescriptions/InvDesc_454,Laissez-y les objets dont vous ne voulez pas. Ou regardez s'il y a quelque chose qui vous plaît. 
InventoryItemDescriptions/InvDesc_455,Une petite pierre 
InventoryItemDescriptions/InvDesc_456,A faire fondre en barres. 
InventoryItemDescriptions/InvDesc_457,Coupe les arbres et les plantes
InventoryItemDescriptions/InvDesc_458,Fond les minerais d'étain et de cuivre en barres.
InventoryItemDescriptions/InvDesc_459,Un endroit où vivre tant qu'on n'a pas de maison. 
InventoryItemDescriptions/InvDesc_46,Pour Ghaz
InventoryItemDescriptions/InvDesc_460,Lingot d'étain
InventoryItemDescriptions/InvDesc_461,Placez pour définir votre
InventoryItemDescriptions/InvDesc_462,Une base d'opérations.
InventoryItemDescriptions/InvDesc_463,Une clôture simple.
InventoryItemDescriptions/InvDesc_464,Ouvrez et fermez.
InventoryItemDescriptions/InvDesc_465,Effrayant..
InventoryItemDescriptions/InvDesc_466,Une plaque d'étain. Fabriquée en coupant un lingot d'étain avec une scie circulaire.
InventoryItemDescriptions/InvDesc_467,Une maison pour un chien-chien .
InventoryItemDescriptions/InvDesc_468,Rester et suivre
InventoryItemDescriptions/InvDesc_469,A motifs 
InventoryItemDescriptions/InvDesc_47,Une chemise en flanelle rouge.
InventoryItemDescriptions/InvDesc_470,A motifs 
InventoryItemDescriptions/InvDesc_471,A motifs 
InventoryItemDescriptions/InvDesc_472,A motifs 
InventoryItemDescriptions/InvDesc_473,Un papier peint en bois sombre.
InventoryItemDescriptions/InvDesc_474,Un plancher en bois sombre.
InventoryItemDescriptions/InvDesc_475,Agréable pour orteils
InventoryItemDescriptions/InvDesc_476,Rayures
InventoryItemDescriptions/InvDesc_477,Rayures
InventoryItemDescriptions/InvDesc_478,Rayures
InventoryItemDescriptions/InvDesc_479,A motifs.
InventoryItemDescriptions/InvDesc_48,Bip. Bip. Grrr.
InventoryItemDescriptions/InvDesc_480,Un permis pour une banque où mettre vos économies et les faire travailler. 
InventoryItemDescriptions/InvDesc_481,Bricolez des trucs ici.
InventoryItemDescriptions/InvDesc_482Une lampe festive. 
InventoryItemDescriptions/InvDesc_483,Une barrière rudimentaire. Ça fait le café. 
InventoryItemDescriptions/InvDesc_484,Un poisson frétillant.
InventoryItemDescriptions/InvDesc_485,Une gapette bien plate.
InventoryItemDescriptions/InvDesc_486,Ne volez pas ça. 
InventoryItemDescriptions/InvDesc_487,C'est pas des palmes, ça ?
InventoryItemDescriptions/InvDesc_488,Garde le soleil dehors et l'eau à l'intérieur. 
InventoryItemDescriptions/InvDesc_489,Furtif
InventoryItemDescriptions/InvDesc_49,C'est de la bonne bouffe, hein ?
InventoryItemDescriptions/InvDesc_490,Des chaussures furtives.
InventoryItemDescriptions/InvDesc_491,Un pantalon furtif.
InventoryItemDescriptions/InvDesc_492,Furtif
InventoryItemDescriptions/InvDesc_493,Pile poil
InventoryItemDescriptions/InvDesc_494,Plaid
InventoryItemDescriptions/InvDesc_495,Plaid
InventoryItemDescriptions/InvDesc_496,Une salopette
InventoryItemDescriptions/InvDesc_497,Une salopette
InventoryItemDescriptions/InvDesc_498,Une robe bien chaude
InventoryItemDescriptions/InvDesc_499,Une robe bien chaude
InventoryItemDescriptions/InvDesc_5,Une grande cuillère pour la terre, remplie de terre.
InventoryItemDescriptions/InvDesc_50,Un bar d'eau douce. Rien d' exceptionnel…
InventoryItemDescriptions/InvDesc_500,Un petit arc
InventoryItemDescriptions/InvDesc_501,Ça te protégera du soleil
InventoryItemDescriptions/InvDesc_502,Les habitants peuvent faire des dons à la ville ici.
InventoryItemDescriptions/InvDesc_503,Tournoie et prédit la météo on ne sait trop comment. 
InventoryItemDescriptions/InvDesc_504,Vert et chaud.
InventoryItemDescriptions/InvDesc_505,Un beau pantalon
InventoryItemDescriptions/InvDesc_506,Un beau pantalon
InventoryItemDescriptions/InvDesc_507,Orange et chaud
InventoryItemDescriptions/InvDesc_508,Un beau pantalon
InventoryItemDescriptions/InvDesc_509,Un beau pantalon
InventoryItemDescriptions/InvDesc_51,C'est de la bonne graille, pour sûr.
InventoryItemDescriptions/InvDesc_510,Une gapette bien plate
InventoryItemDescriptions/InvDesc_511,Une gapette bien plate
InventoryItemDescriptions/InvDesc_512,Une gapette bien plate
InventoryItemDescriptions/InvDesc_513,Bleu et chaud
InventoryItemDescriptions/InvDesc_514,Vert et chaud
InventoryItemDescriptions/InvDesc_515,Orange et chaud
InventoryItemDescriptions/InvDesc_516,Une chemise en flanelle rouge
InventoryItemDescriptions/InvDesc_517,Raclez-moi ça !
InventoryItemDescriptions/InvDesc_518,Une maison de plus pour la ville
InventoryItemDescriptions/InvDesc_519,Une maison de plus pour la ville
InventoryItemDescriptions/InvDesc_52,Bienvenue à la rivière. Nous avons des perches.
InventoryItemDescriptions/InvDesc_520,Une maison de plus pour la ville
InventoryItemDescriptions/InvDesc_521,Une maison de plus pour la ville
InventoryItemDescriptions/InvDesc_522,Une chaise orientale
InventoryItemDescriptions/InvDesc_523,Une chaise ordinaire pour s'asseoir
InventoryItemDescriptions/InvDesc_524,Dormez là
InventoryItemDescriptions/InvDesc_525,Une table en bois à mettre près du lit
InventoryItemDescriptions/InvDesc_526,Mettez vos livres là
InventoryItemDescriptions/InvDesc_527,Une table en bois
InventoryItemDescriptions/InvDesc_528,Une petite table
InventoryItemDescriptions/InvDesc_529,Un canapé. Vous pouvez vous y asseoir avec un ami.
InventoryItemDescriptions/InvDesc_53,Un bon vieux fauteuil
InventoryItemDescriptions/InvDesc_530,Une table en bois.
InventoryItemDescriptions/InvDesc_531,Mettez vos livres là
InventoryItemDescriptions/InvDesc_532,Un sol oriental
InventoryItemDescriptions/InvDesc_533,A motifs
InventoryItemDescriptions/InvDesc_534,Un sol en bois sombre
InventoryItemDescriptions/InvDesc_535,Des livres
InventoryItemDescriptions/InvDesc_536,Une tirelire wombat trop mignonne 
InventoryItemDescriptions/InvDesc_537,Un pillon jaune en pot
InventoryItemDescriptions/InvDesc_538,Une Wahlenbergia gloriosa en potInventoryItemDescriptions/InvDesc_593,Long et aiguisé
InventoryItemDescriptions/InvDesc_539,Dormez ici.
InventoryItemDescriptions/InvDesc_54,Lit double en bois
InventoryItemDescriptions/InvDesc_540,Mettez vos livres là
InventoryItemDescriptions/InvDesc_541,Un meuble en rotin
InventoryItemDescriptions/InvDesc_542,Une chaise en rotin
InventoryItemDescriptions/InvDesc_543,Une petite table
InventoryItemDescriptions/InvDesc_544Un canapé. Vous pouvez vous asseoir avec un ami.
InventoryItemDescriptions/InvDesc_545,Une table en bois.
InventoryItemDescriptions/InvDesc_546,Un sol en rotin
InventoryItemDescriptions/InvDesc_547,Mettez vos livres là
InventoryItemDescriptions/InvDesc_548,Une chaise simple pour s'asseoir
InventoryItemDescriptions/InvDesc_549,Une table en bois à mettre près du lit
InventoryItemDescriptions/InvDesc_55,Désolé, vous pouvez seulement mettre du café dans ce petit gars…
InventoryItemDescriptions/InvDesc_550,A motifs
InventoryItemDescriptions/InvDesc_551,Dormez là
InventoryItemDescriptions/InvDesc_552,Une table en bois à mettre près du lit
InventoryItemDescriptions/InvDesc_553,Mettez vos livres là
InventoryItemDescriptions/InvDesc_554,Nordique
InventoryItemDescriptions/InvDesc_555,Une chaise nordique
InventoryItemDescriptions/InvDesc_556,Une petite table
InventoryItemDescriptions/InvDesc_557,Un canapé. Vous pouvez vous y asseoir avec un ami.
InventoryItemDescriptions/InvDesc_558,Une table en bois
InventoryItemDescriptions/InvDesc_559,Un sol frais
InventoryItemDescriptions/InvDesc_56,Une simple chaise pour s'asseoir.
InventoryItemDescriptions/InvDesc_560,Mettez vos livres là
InventoryItemDescriptions/InvDesc_561,Une chaise simple pour s'asseoir
InventoryItemDescriptions/InvDesc_562,Des murs frais
InventoryItemDescriptions/InvDesc_563,Dormez ici
InventoryItemDescriptions/InvDesc_564,Une table en bois à mettre près du lit
InventoryItemDescriptions/InvDesc_565,Mettez vos livres ici
InventoryItemDescriptions/InvDesc_566,Un meuble rose
InventoryItemDescriptions/InvDesc_567,Une chaise rose
InventoryItemDescriptions/InvDesc_568,Une petite table
InventoryItemDescriptions/InvDesc_569,un canapé. Vous pouvez vous y asseoir avec un ami.
InventoryItemDescriptions/InvDesc_57,Un canapé. Vous pouvez vous y asseoir avec un ami
InventoryItemDescriptions/InvDesc_570,Une table rose
InventoryItemDescriptions/InvDesc_571,Une lampe rose. Mignon. 
InventoryItemDescriptions/InvDesc_572,Une chaise ordinaire pour s'asseoir.
InventoryItemDescriptions/InvDesc_573,C'est un sol
InventoryItemDescriptions/InvDesc_574,Des murs
InventoryItemDescriptions/InvDesc_575,Cuit. Cool.
InventoryItemDescriptions/InvDesc_576,Cuit et délicieux.
InventoryItemDescriptions/InvDesc_577,Cuit et amer, miam !
